,Energy_Water_Sum_Cool_1
16654,-4.543944679270812
16655,-5.762584543772716
16656,-6.991732575100494
16657,-8.218880536805893
16658,-9.431751308570572
16659,-10.616272622060892
16660,-11.756882695560767
16661,-12.838486358022047
16662,-13.845363896245376
16663,-14.761794341893468
16664,-15.572391242426574
16665,-16.262841578044224
16666,-16.898380831229804
16667,-17.53958686518089
16668,-18.201659295163527
16669,-18.883161908051463
16670,-19.57989960811977
16671,-20.28849091029976
16672,-21.00672880215914
16673,-21.73282143059564
16674,-22.46594859300683
16675,-23.20697697571199
16676,-23.956029417946635
16677,-24.712610768032377
16678,-25.475781459728463
16679,-26.24444962646813
16680,-27.01738101326311
16681,-27.794294049645178
16682,-28.574395427046365
16683,-29.357908164370368
16684,-30.14514945766065
16685,-30.935529123369847
16686,-31.728935435733245
16687,-32.52563730089122
16688,-33.32439205662168
16689,-34.12437336806984
16690,-34.92581001848689
16691,-35.728408308888866
16692,-36.53196033908032
16693,-37.33567834860796
16694,-38.13961356572622
16695,-38.9431856840176
16696,-39.74635631867756
16697,-40.549407711598974
16698,-41.352390735667605
16699,-42.15523734129489
16700,-42.95724965217635
16701,-43.758295450323736
16702,-44.55783497723891
16703,-45.355314431913904
16704,-46.15053244356224
16705,-46.94295070786557
16706,-47.73233634670842
16707,-48.51948985612217
16708,-49.30451176526432
16709,-50.08769634199417
16710,-50.8687937869741
16711,-50.58251882625621
16712,-50.24018627925221
16713,-49.8502079058634
16714,-49.42357869244905
16715,-48.97214419471404
16716,-48.50868121780245
16717,-48.04560368181777
16718,-47.59588719743461
16719,-47.17373743146322
16720,-46.79478732155494
16721,-46.47477455536494
16722,-46.22900069765885
16723,-46.07431241090887
16724,-46.026418592417045
16725,-46.10011514033748
16726,-46.23095040213207
16727,-46.35836874370899
16728,-46.46636605174959
16729,-46.5561099193467
16730,-46.63296052665464
16731,-46.70061150346719
16732,-46.76166673256869
16733,-46.81914603744078
16734,-46.87526895311832
16735,-46.92961559341393
16736,-46.98319746582615
16737,-47.036502299456174
16738,-47.09033249824935
16739,-47.14525597414261
16740,-47.20238068455175
16741,-47.26104443463026
16742,-47.32223529362384
16743,-47.38675068640421
16744,-47.45430871458991
16745,-47.52390491639672
16746,-47.59523515402399
16747,-47.66766559937909
16748,-47.74177831215828
16749,-47.81860953292146
16750,-47.89738434473317
16751,-47.97731947726266
16752,-48.058279005713885
16753,-48.13986611716612
16754,-48.22107358392443
16755,-48.30256088524641
16756,-48.38395833567112
16757,-48.46522875418905
16758,-48.54832999835188
16759,-48.63398881029231
16760,-48.723492854087
16761,-48.81726598153647
16762,-48.9161409382622
16763,-49.01995815483616
16764,-49.127209594391935
16765,-49.237916256854
16766,-49.3504830887444
16767,-49.46200415022718
16768,-49.57121769827526
16769,-49.677357493436006
16770,-49.780109728712056
16771,-49.87872901209676
16772,-49.97338433586347
16773,-50.06431112192697
16774,-50.150819971792885
16775,-50.233289964368005
16776,-50.31184459379024
16777,-50.38693420319716
16778,-50.459265911503365
16779,-50.529541367405685
16780,-50.59845362466268
16781,-50.66603279839614
16782,-50.73302366781074
16783,-50.7988780599719
16784,-50.8640873063957
16785,-50.92889979407562
16786,-50.99282182334011
16787,-51.05656586652047
16788,-51.120828593425664
16789,-51.18601398067962
16790,-51.25069405614443
16791,-51.313985546372656
16792,-51.3737060811896
16793,-51.4268479715933
16794,-51.47167945260564
16795,-51.507860580881605
16796,-51.53481037026004
16797,-51.554055828014704
16798,-51.5660218661723
16799,-51.57166561122982
16800,-51.57079586024702
16801,-51.564845587581054
16802,-51.55425849636033
16803,-51.53801407018504
16804,-51.51709343706428
16805,-51.4932625702819
16806,-51.4673626306765
16807,-51.44052654195808
16808,-51.41359449309602
16809,-51.38539009347515
16810,-51.35669972872383
16811,-51.3280372219604
16812,-51.29839693340258
16813,-51.26888291649277
16814,-51.24087064924069
16815,-51.21495989472078
16816,-51.19008807277329
16817,-51.16499293842926
16818,-51.137595114071786
16819,-51.10569967156716
16820,-51.06664763051158
16821,-51.01760017038482
16822,-50.957152369983454
16823,-50.88606555215453
16824,-50.805863499296905
16825,-50.7163107433447
16826,-50.61870146691356
16827,-50.51468700006912
16828,-50.40638691343253
16829,-50.29384497250123
16830,-50.17785104946597
16831,-50.059222640340245
16832,-49.939907959875086
16833,-49.82289909588
16834,-49.71038607293446
16835,-49.6021669657273
16836,-49.49904183831523
16837,-49.40038936423312
16838,-49.30492964281883
16839,-49.21139085136587
16840,-49.117161262045656
16841,-49.01999387821865
16842,-48.91887723992362
16843,-48.81188579731035
16844,-48.69638670132231
16845,-48.56940734595749
16846,-48.43002743713976
16847,-48.27619644818012
16848,-48.10482047910882
16849,-47.914807820297504
16850,-47.70557915670131
16851,-47.47833494061019
16852,-47.23542310431587
16853,-46.97952085460885
16854,-46.71175320865386
16855,-46.43331728137968
16856,-46.14563865460121
16857,-45.84875132144755
16858,-45.54335572394238
16859,-45.2305180738884
16860,-44.91205093012856
16861,-44.58918531250722
16862,-44.26091061433007
16863,-43.92688626396102
16864,-43.5857427048119
16865,-43.23752397981318
16866,-42.88001027606028
16867,-42.51236841564268
16868,-42.132933002353305
16869,-41.74176576858133
16870,-41.33915945658512
16871,-40.92610570479997
16872,-40.50499927970311
16873,-40.07676521857789
16874,-39.64240713476726
16875,-39.20193117334539
16876,-38.75743069326944
16877,-38.31045962746832
16878,-37.86296484911488
16879,-37.41724896269905
16880,-36.97628725828181
16881,-36.542983856481854
16882,-36.11856804045721
16883,-35.70313639801699
16884,-35.29715023975969
16885,-34.90115747148443
16886,-34.515192833421686
16887,-34.13899814344109
16888,-33.77102821811744
16889,-33.410867462489385
16890,-33.05817968859467
16891,-32.711825144545
16892,-32.370317565411895
16893,-32.03172049751715
16894,-31.69572978654497
16895,-31.36167881419874
16896,-31.028172520072545
16897,-30.69574982105968
16898,-30.36490589674795
16899,-30.037114904999573
16900,-29.713843084430028
16901,-29.39681442204973
16902,-29.08613114328063
16903,-28.783247350317083
16904,-28.489219147435424
16905,-28.206294898970672
16906,-27.934834784284963
16907,-27.676495074409523
16908,-27.43373809429044
16909,-27.206926178459756
16910,-26.99665927517211
16911,-26.802822141302254
16912,-26.62441484829248
16913,-26.459073310560328
16914,-26.30463095637588
16915,-26.159181142815218
16916,-26.019384468658828
16917,-25.88224542893209
16918,-25.74540793057048
16919,-25.60643723571197
16920,-25.462580869972665
16921,-25.311835873319467
16922,-25.15525225041812
16923,-24.99354119238171
16924,-24.82781469558818
16925,-24.659052789227147
16926,-24.490055865499
16927,-24.3224552493287
16928,-24.1589414668664
16929,-24.00091911064232
16930,-23.849003715195828
16931,-23.703155656153054
16932,-23.563443523589875
16933,-23.429920402870188
16934,-23.302450077544652
16935,-23.18105028921878
16936,-23.06620423898629
16937,-22.957621802572483
16938,-22.853834866397165
16939,-22.755023359438457
16940,-22.660646408502927
16941,-22.56913076326496
16942,-22.47928208019193
16943,-22.39085045240541
16944,-22.3033863676059
16945,-22.215488575294067
16946,-22.127357707594932
16947,-22.03929522248172
16948,-21.95161604276388
16949,-21.865924969356147
16950,-21.782611219747725
16951,-21.702177300480123
16952,-21.624389667632972
16953,-21.549473226827207
16954,-21.47547770871838
16955,-21.40045631306636
16956,-21.324917432756475
16957,-21.247913077432145
16958,-21.16955818991208
16959,-21.090422833239995
16960,-21.01179519267669
16961,-20.934859995848345
16962,-20.86105445641001
16963,-20.791415382684956
16964,-20.72770449679852
16965,-20.670103343216333
16966,-20.61899746062173
16967,-20.57391696865007
16968,-20.535676939273262
16969,-20.50462896905452
16970,-20.480618805864463
16971,-20.462800255745687
16972,-20.45125128246616
16973,-20.446914907040217
16974,-20.45023786148101
16975,-20.46174794734959
16976,-20.48184124567273
16977,-20.511213208965437
16978,-20.55085147538645
16979,-20.59919897554215
16980,-20.65499833474458
16981,-20.71788823851825
16982,-20.785640381760174
16983,-20.85689724132589
16984,-20.931109740507942
16985,-21.00820006451037
16986,-21.087505809900428
16987,-21.1694919119076
16988,-21.253547925607872
16989,-21.34124934801547
16990,-21.4329544894046
16991,-21.5284260508296
16992,-21.625056631285883
16993,-21.71949992701256
16994,-21.808521484387807
16995,-21.889650437124107
16996,-21.96063100269702
16997,-22.02015242445345
16998,-22.06683584361905
16999,-22.09912509576373
17000,-22.116583939788367
17001,-22.12042154542161
17002,-22.11216773827763
17003,-22.09234414798847
17004,-22.06163687402313
17005,-22.02245701696174
17006,-21.975645603571834
17007,-21.92234099511233
17008,-21.86266410501859
17009,-21.79663858073256
17010,-21.72486066016542
17011,-21.647878606211243
17012,-21.56678866471898
17013,-21.482302357484457
17014,-21.39561183457884
17015,-21.30903708988035
17016,-21.22270401472424
17017,-21.13840890378678
17018,-21.057078616904743
17019,-20.97591036111941
17020,-20.892182802799905
17021,-20.802688937042017
17022,-20.706590814541453
17023,-20.60337717365995
17024,-20.492555263968583
17025,-20.374793250564093
17026,-20.249799775073694
17027,-20.11803761047094
17028,-19.979945447614927
17029,-19.836215385404536
17030,-19.687724182305043
17031,-19.534771492208904
17032,-19.37745611895888
17033,-19.21621242055676
17034,-19.051709266118262
17035,-18.88379923370224
17036,-18.712918651659542
17037,-18.539389377469213
17038,-18.36391376944957
17039,-18.18858028375632
17040,-18.01570927892993
17041,-17.846072692555865
17042,-17.680942508970784
17043,-17.5207173279605
17044,-17.365852092710618
17045,-17.215237748636564
17046,-17.068769807568447
17047,-16.924032237164287
17048,-16.780581078711343
17049,-16.63633240812722
17050,-16.490180732702484
17051,-16.342030459540023
17052,-16.193076409044842
17053,-16.04598241959637
17054,-15.901902861969557
17055,-15.761646379386258
17056,-15.625862030218135
17057,-15.494913185962169
17058,-15.369241702840064
17059,-15.249303855436144
17060,-15.134182433655024
17061,-15.023784919708378
17062,-14.918186996327613
17063,-14.817477678867142
17064,-14.721751010663962
17065,-14.630415590297757
17066,-14.543527825012696
17067,-14.46061812600976
17068,-14.38191566320894
17069,-14.306752801576522
17070,-14.234781116690275
17071,-14.166097935429244
17072,-14.099979456314744
17073,-14.035517972368488
17074,-13.972305785798634
17075,-13.90936409544783
17076,-13.846277215624047
17077,-13.783204761423686
17078,-13.718659985617192
17079,-13.654849446186196
17080,-13.592239248886706
17081,-13.531984789244508
17082,-13.471749196767265
17083,-13.408063183736015
17084,-13.337999285000809
17085,-13.259659676561304
17086,-13.172151580534791
17087,-13.07455555251206
17088,-12.96588434948887
17089,-12.845511914279111
17090,-12.714291775610072
17091,-12.573395327413632
17092,-12.424422495657428
17093,-12.268739952022369
17094,-12.107714969136394
17095,-11.942568854127872
17096,-11.774322346526535
17097,-11.605312134449086
17098,-11.437151664166738
17099,-11.272419401067824
17100,-11.112114668229047
17101,-10.956887434060052
17102,-10.807598125538188
17103,-10.665966493978926
17104,-10.53177227659741
17105,-10.40579846765224
17106,-10.287901096733211
17107,-10.177320278029791
17108,-10.072806177835236
17109,-9.971409843946075
17110,-9.870606714084014
17111,-9.767688662551576
17112,-9.661447275662637
17113,-9.549990414248915
17114,-9.43406773462977
17115,-9.314389392606396
17116,-9.19217438231312
17117,-9.06877145600282
17118,-8.945619382404937
17119,-8.82384003104413
17120,-8.70514347034465
17121,-8.590815483712694
17122,-8.481269620775858
17123,-8.376780683115145
17124,-8.277547237991397
17125,-8.184109986646545
17126,-8.097585226174408
17127,-8.017763998519145
17128,-7.944058001220011
17129,-7.875483090919344
17130,-7.811543164211162
17131,-7.751449783515738
17132,-7.694775901720941
17133,-7.640867543837231
17134,-7.58915965302188
17135,-7.539229092526712
17136,-7.489517039544826
17137,-7.438449559027388
17138,-7.3854856769590205
17139,-7.3289471323101
17140,-7.269359180406945
17141,-7.207050760915973
17142,-7.144660876686479
17143,-7.085844363282571
17144,-7.034460488159948
17145,-6.990380621820325
17146,-6.951792327884581
17147,-6.918227490227919
17148,-6.893334233311595
17149,-6.877355574657477
17150,-6.866908316030641
17151,-6.860246657116258
17152,-6.855272173169959
17153,-6.84944085319618
17154,-6.841407999778473
17155,-6.829471432492704
17156,-6.813185241505895
17157,-6.79090742540529
17158,-6.76123402444907
17159,-6.7224931220343365
17160,0.0
17161,0.0
17162,0.0
17163,0.0
17164,0.0
17165,0.0
17166,0.0
17167,0.0
17168,0.0
17169,0.0
17170,0.0
17171,0.0
17172,0.0
17173,0.0
17174,0.0
17175,0.0
17176,0.0
17177,0.0
17178,0.0
17179,0.0
17180,0.0
17181,0.0
17182,0.0
17183,0.0
17184,0.0
17185,0.0
17186,0.0
17187,0.0
17188,0.0
17189,0.0
17190,0.0
17191,0.0
17192,0.0
17193,0.0
17194,0.0
17195,0.0
17196,0.0
17197,0.0
17198,0.0
17199,0.0
17200,0.0
17201,0.0
17202,0.0
17203,0.0
17204,0.0
17205,0.0
17206,0.0
17207,0.0
17208,0.0
17209,0.0
17210,0.0
17211,0.0
17212,0.0
17213,0.0
17214,0.0
17215,0.0
17216,0.0
17217,0.0
17218,0.0
17219,0.0
17220,0.0
17221,0.0
17222,0.0
17223,0.0
17224,0.0
17225,0.0
17226,0.0
17227,0.0
17228,0.0
17229,0.0
17230,0.0
17231,0.0
17232,0.0
17233,0.0
17234,0.0
17235,0.0
17236,0.0
17237,0.0
17238,0.0
17239,0.0
17240,0.0
17241,0.0
17242,0.0
17243,0.0
17244,0.0
17245,0.0
17246,0.0
17247,0.0
17248,0.0
17249,0.0
17250,0.0
17251,0.0
17252,0.0
17253,0.0
17254,0.0
17255,0.0
17256,0.0
17257,0.0
17258,0.0
17259,0.0
17260,0.0
17261,0.0
17262,0.0
17263,0.0
17264,0.0
17265,0.0
17266,0.0
17267,0.0
17268,0.0
17269,0.0
17270,0.0
17271,0.0
17272,0.0
17273,0.0
17274,0.0
17275,0.0
17276,0.0
17277,0.0
17278,0.0
17279,0.0
17280,0.0
17281,0.0
17282,0.0
17283,0.0
17284,0.0
17285,0.0
17286,0.0
17287,0.0
17288,0.0
17289,0.0
17290,0.0
17291,0.0
17292,0.0
17293,0.0
17294,0.0
17295,0.0
17296,0.0
17297,0.0
17298,0.0
17299,0.0
17300,0.0
17301,0.0
17302,0.0
17303,0.0
17304,0.0
17305,0.0
17306,0.0
17307,0.0
17308,0.0
17309,0.0
17310,0.0
17311,0.0
17312,0.0
17313,0.0
17314,0.0
17315,0.0
17316,0.0
17317,0.0
17318,0.0
17319,0.0
17320,0.0
17321,0.0
17322,0.0
17323,0.0
17324,0.0
17325,0.0
17326,0.0
17327,0.0
17328,0.0
17329,0.0
17330,0.0
17331,0.0
17332,0.0
17333,0.0
17334,0.0
17335,0.0
17336,0.0
17337,0.0
17338,0.0
17339,0.0
17340,0.0
17341,0.0
17342,0.0
17343,0.0
17344,0.0
17345,0.0
17346,0.0
17347,0.0
17348,0.0
17349,0.0
17350,0.0
17351,0.0
17352,0.0
17353,0.0
17354,0.0
17355,0.0
17356,0.0
17357,0.0
17358,0.0
17359,0.0
17360,0.0
17361,0.0
17362,0.0
17363,0.0
17364,0.0
17365,0.0
17366,0.0
17367,0.0
17368,0.0
17369,0.0
17370,0.0
17371,0.0
17372,0.0
17373,0.0
17374,0.0
17375,0.0
17376,0.0
17377,0.0
17378,0.0
17379,0.0
17380,0.0
17381,0.0
17382,0.0
17383,0.0
17384,0.0
17385,0.0
17386,0.0
17387,0.0
17388,-1.417071459976829
17389,-2.9655915490378013
17390,-4.634965185528012
17391,-6.411985201124093
17392,-8.280769270763582
17393,-10.223292196744753
17394,-12.220223567742408
17395,-14.25044786335008
17396,-16.291186520290175
17397,-18.316380271081112
17398,-20.30064566983861
17399,-22.21596699767225
17400,-24.03291624600733
17401,-25.72079020696784
17402,-27.25044437694191
17403,-28.746460077452337
17404,-30.266511619419827
17405,-31.82130648883788
17406,-33.403825591388646
17407,-35.006375252608684
17408,-36.62461283844849
17409,-38.253407834450776
17410,-39.88877641498616
17411,-41.52887691952474
17412,-43.17024195656113
17413,-44.81247641969683
17414,-46.45331770234868
17415,-48.09208542239413
17416,-49.72711474810088
17417,-51.35905575034992
17418,-52.9889511379902
17419,-54.61653952727728
17420,-56.24125819458209
17421,-57.86179236599135
17422,-59.47923132263282
17423,-61.09357849542707
17424,-62.70517944604704
17425,-64.3152223073329
17426,-65.92364458996002
17427,-67.5318254330362
17428,-69.13967976726812
17429,-70.74763022063198
17430,-72.35554103425703
17431,-73.96340256773537
17432,-75.57224488816026
17433,-77.18362305533388
17434,-78.79840324098868
17435,-80.41642624974396
17436,-82.03705442804377
17437,-83.65846666849588
17438,-85.2780768607817
17439,-86.89449918825885
17440,-88.5067716137867
17441,-90.1127122687362
17442,-91.7106890708372
17443,-93.30041947330444
17444,-94.88267073389174
17445,-96.45729625699016
17446,-98.02563493745468
17447,-99.58753115680425
17448,-99.7250368948936
17449,-99.72272014043943
17450,-99.59035852088849
17451,-99.34168173735026
17452,-98.99092613001686
17453,-98.55618264231704
17454,-98.05714060236237
17455,-97.5164297479723
17456,-96.95799249454346
17457,-96.40973652114528
17458,-95.9009696648276
17459,-95.46305894273156
17460,-95.1288600089281
17461,-94.93332182377432
17462,-94.90779824659636
17463,-94.92888095705686
17464,-94.93969070550726
17465,-94.92859719029772
17466,-94.90058690064168
17467,-94.86070872763952
17468,-94.81151433488198
17469,-94.75515611553372
17470,-94.6928487220486
17471,-94.62504475012868
17472,-94.55379345574671
17473,-94.4777184898682
17474,-94.39724070919048
17475,-94.31213906246056
17476,-94.22101372131918
17477,-94.1217310934379
17478,-94.00999873109188
17479,-93.88539200741972
17480,-93.74930011455304
17481,-93.6046032180728
17482,-93.45344127288608
17483,-93.29823055788164
17484,-93.14307120629132
17485,-92.98829365659164
17486,-92.8368073663458
17487,-92.69193927371262
17488,-92.5552951468493
17489,-92.42921631978236
17490,-92.31459033784904
17491,-92.21166116618086
17492,-92.11924877655592
17493,-92.034520102415
17494,-91.95591349202256
17495,-91.88247915209766
17496,-91.81402969089646
17497,-91.75348890714878
17498,-91.70175026606628
17499,-91.65907946375044
17500,-91.6246689900575
17501,-91.5975897108222
17502,-91.57795487376352
17503,-91.56269303657751
17504,-91.54744225980905
17505,-91.5289074524495
17506,-91.50494110634362
17507,-91.47562506605573
17508,-91.44243603524043
17509,-91.4043069531947
17510,-91.36049314456548
17511,-91.30710295015008
17512,-91.24307224812816
17513,-91.16673389380836
17514,-91.07596136858504
17515,-90.96917144180335
17516,-90.846225715495
17517,-90.70624232997883
17518,-90.54493957506634
17519,-90.35903022829189
17520,-90.14700878059132
17521,-89.90516052269399
17522,-89.63260958295231
17523,-89.33032746662538
17524,-88.99871404823847
17525,-88.64073742690142
17526,-88.260863043539
17527,-87.86206892747346
17528,-87.4472545251072
17529,-87.02044959813489
17530,-86.58530107679057
17531,-86.14367590697368
17532,-85.69772111326363
17533,-85.2512976146494
17534,-84.80911925372003
17535,-84.3739888821578
17536,-83.94983446918872
17537,-83.53749066012466
17538,-83.13888310405534
17539,-82.75509170889445
17540,-82.38522599987868
17541,-82.02938409492808
17542,-81.68541915861712
17543,-81.35335240263508
17544,-81.03012092099517
17545,-80.71486262360987
17546,-80.4035820948899
17547,-80.08903514190517
17548,-79.76881263853234
17549,-79.43846259398664
17550,-79.09670009421642
17551,-78.74353149864058
17552,-78.37837345772247
17553,-78.0020135250463
17554,-77.61436959632358
17555,-77.21476437374972
17556,-76.80281876135918
17557,-76.37577198687222
17558,-75.9343875881979
17559,-75.47857791420142
17560,-75.00967720280362
17561,-74.53045184626941
17562,-74.04165971255279
17563,-73.54372231436761
17564,-73.03801639183868
17565,-72.52525324075813
17566,-72.00264065063337
17567,-71.46574745077105
17568,-70.91375023649384
17569,-70.35241314905895
17570,-69.78712821482205
17571,-69.22702515361904
17572,-68.67955122209855
17573,-68.15037883986413
17574,-67.64427607868751
17575,-67.16418953538327
17576,-66.71132751294904
17577,-66.28710994910033
17578,-65.89357145500995
17579,-65.53177190964705
17580,-65.19944287244498
17581,-64.89524308971103
17582,-64.61790616228818
17583,-64.36462391791204
17584,-64.1338512605451
17585,-63.92278129140954
17586,-63.72745220075055
17587,-63.54576156678092
17588,-63.37347606699891
17589,-63.207550812192615
17590,-63.04399389996192
17591,-62.87660868855216
17592,-62.69876774010909
17593,-62.50391251249337
17594,-62.284563161400605
17595,-62.03536223919512
17596,-61.754951741391466
17597,-61.44773682706707
17598,-61.118152496845234
17599,-60.76833143305448
17600,-60.40129445920426
17601,-60.015958181641466
17602,-59.613213342811534
17603,-59.19028413790387
17604,-58.745735698516086
17605,-58.27804301584664
17606,-57.78823927553542
17607,-57.28000558303834
17608,-56.7546244564378
17609,-56.21530585702244
17610,-55.66397499521903
17611,-55.1024377027888
17612,-54.53211231385013
17613,-53.953669088963885
17614,-53.3682243171394
17615,-52.77805482006115
17616,-52.18604684712078
17617,-51.59582888040724
17618,-51.01058055162466
17619,-50.43166187624423
17620,-49.85896404762065
17621,-49.29267448360543
17622,-48.73295338229537
17623,-48.18235026323696
17624,-47.64230469926419
17625,-47.11538684615147
17626,-46.60490299685669
17627,-46.11567586720481
17628,-45.647888907782026
17629,-45.19640420311852
17630,-44.755189446599736
17631,-44.31713330298963
17632,-43.87454893754137
17633,-43.42180039595246
17634,-42.95491367465713
17635,-42.47072558399784
17636,-41.96731073865945
17637,-41.44131039046034
17638,-40.890970597427845
17639,-40.314301028377805
17640,-39.71233392158589
17641,-39.085795228558354
17642,-38.435159362484384
17643,-37.76293939753455
17644,-37.0713236329296
17645,-36.36314600413076
17646,-35.64136373312694
17647,-34.908191730257855
17648,-34.16763582503763
17649,-33.42305042659043
17650,-32.67792634607005
17651,-31.938683121224127
17652,-31.212208237115814
17653,-30.50376193112429
17654,-29.81894327951687
17655,-29.16176090736912
17656,-28.53379181579341
17657,-27.93047075249355
17658,-27.34822158325157
17659,-26.78368825573068
17660,-26.23359207664889
17661,-25.69645485732969
17662,-25.17042049903816
17663,-24.656085681361784
17664,-24.15427762055184
17665,-23.666106862957918
17666,-23.19268592845227
17667,-22.733090845380875
17668,-22.286841552815154
17669,-21.85276646869132
17670,-21.42954220716675
17671,-21.015577079108223
17672,-20.611503028552704
17673,-20.217901805218077
17674,-19.835154823124487
17675,-19.463447168718965
17676,-19.101706161087552
17677,-18.748455233346
17678,-18.4022098384395
17679,-18.06282645519599
17680,-17.73069405665829
17681,-17.40563751659733
17682,-17.08716976421604
17683,-16.77505976656591
17684,-16.469380249106123
17685,-16.169585855812553
17686,-15.87448060859566
17687,-15.582789671547385
17688,-15.2926509221374
17689,-15.00537377568826
17690,-14.722725699407464
17691,-14.445860410709836
17692,-14.177623111898134
17693,-13.919958816432365
17694,-13.673267163362828
17695,-13.438333046162128
17696,-13.213904985371183
17697,-13.000369272097998
17698,-12.79786321480447
17699,-12.607750652578977
17700,-12.430157957325608
17701,-12.266117265391838
17702,-12.115416562682643
17703,-11.97677915553748
17704,-11.84866438910066
17705,-11.729410044840376
17706,-11.61821845249642
17707,-11.515428163695493
17708,-11.420245009409593
17709,-11.33145501990116
17710,-11.248465941273045
17711,-11.170416787173492
17712,-11.096253972862998
17713,-11.025205920886968
17714,-10.955597337881532
17715,-10.886286912725051
17716,-10.81624781864846
17717,-10.746348357653105
17718,-10.677869588139709
17719,-10.611288334929563
17720,-10.546686739756677
17721,-10.484794271820787
17722,-10.425634726735302
17723,-10.369195692802975
17724,-10.314876832910944
17725,-10.261979340732852
17726,-10.208974585314792
17727,-10.156029635307435
17728,-10.10298951816758
17729,-10.049596395846809
17730,-9.995472976226385
17731,-9.939878062218378
17732,-9.881560651007756
17733,-9.819742175520982
17734,-9.754056877666294
17735,-9.68485265164882
17736,-9.612502082667422
17737,-9.536920969986369
17738,-9.457348339178424
17739,-9.372902690722396
17740,-9.282903253884996
17741,-9.186828704067448
17742,-9.085326016599453
17743,-8.977949778756422
17744,-8.864902640939375
17745,-8.746901458493499
17746,-8.625213247861003
17747,-8.500076025524082
17748,-8.373033320716148
17749,-8.243813383904872
17750,-8.11303104522066
17751,-7.981048678752709
17752,-7.84826406059546
17753,-7.713873143632949
17754,-7.578218345316688
17755,-7.440603253724017
17756,-7.301930422870259
17757,-7.1632429210514
17758,-7.02486024435945
17759,-6.886493707412698
17760,-6.747877775325837
17761,-6.608874515655001
17762,-6.469677591274717
17763,-6.3309565627626245
17764,-6.193579761104374
17765,-6.056925144865419
17766,-5.920001570757417
17767,-5.781646634657059
17768,-5.641722668749981
17769,-5.500083302039653
17770,-5.357467448077241
17771,-5.214794381664105
17772,-5.072691248329769
17773,-4.932544078472479
17774,-4.795248933418188
17775,-4.661724821709402
17776,-4.532264268545218
17777,-4.407089347151563
17778,-4.285665316668614
17779,-4.168649630952481
17780,-4.055748026902592
17781,-3.947215338862928
17782,-3.8429215263615912
17783,-3.743101720901492
17784,-3.6473273838877622
17785,-3.556452941623631
17786,-3.471142601071611
17787,-3.390666462029688
17788,-3.315680303038003
17789,-3.245550009542069
17790,-3.180636976128819
17791,-3.120525812760332
17792,-3.0659279215631594
17793,-3.016066932207569
17794,-2.969760625292765
17795,-2.9258276084342394
17796,-2.8836655396360613
17797,-2.8434066338763944
17798,-2.8043012164381893
17799,-2.767398789433729
17800,-2.7335017386221643
17801,-2.7032298205292977
17802,-2.677361424782588
17803,-2.656148769791732
17804,-2.640143744404452
17805,-2.6299641994047147
17806,-2.625526355809144
17807,-2.6279332511542317
17808,-2.6371134295011163
17809,-2.653178097939909
17810,-2.676315481844274
17811,-2.706608651946347
17812,-2.744254673268792
17813,-2.789380230905655
17814,-2.843085515621354
17815,-2.905593092340581
17816,-2.9775406001033446
17817,-3.062715747512307
17818,-3.1599187593032108
17819,-3.268179791590513
17820,0.0
17821,0.0
17822,0.0
17823,0.0
17824,0.0
17825,0.0
17826,0.0
17827,0.0
17828,0.0
17829,0.0
17830,0.0
17831,0.0
17832,0.0
17833,0.0
17834,0.0
17835,0.0
17836,0.0
17837,0.0
17838,0.0
17839,0.0
17840,0.0
17841,0.0
17842,0.0
17843,0.0
17844,0.0
17845,0.0
17846,0.0
17847,0.0
17848,0.0
17849,0.0
17850,0.0
17851,0.0
17852,0.0
17853,0.0
17854,0.0
17855,0.0
17856,0.0
17857,0.0
17858,0.0
17859,0.0
17860,0.0
17861,0.0
17862,0.0
17863,0.0
17864,0.0
17865,0.0
17866,0.0
17867,0.0
17868,0.0
17869,0.0
17870,0.0
17871,0.0
17872,0.0
17873,0.0
17874,0.0
17875,0.0
17876,0.0
17877,0.0
17878,0.0
17879,0.0
17880,0.0
17881,0.0
17882,0.0
17883,0.0
17884,0.0
17885,0.0
17886,0.0
17887,0.0
17888,0.0
17889,0.0
17890,0.0
17891,0.0
17892,0.0
17893,0.0
17894,0.0
17895,0.0
17896,0.0
17897,0.0
17898,0.0
17899,0.0
17900,0.0
17901,0.0
17902,0.0
17903,0.0
17904,0.0
17905,0.0
17906,0.0
17907,0.0
17908,0.0
17909,0.0
17910,0.0
17911,0.0
17912,0.0
17913,0.0
17914,0.0
17915,0.0
17916,0.0
17917,0.0
17918,0.0
17919,0.0
17920,0.0
17921,0.0
17922,0.0
17923,0.0
17924,0.0
17925,0.0
17926,0.0
17927,0.0
17928,0.0
17929,0.0
17930,0.0
17931,0.0
17932,0.0
17933,0.0
17934,0.0
17935,0.0
17936,0.0
17937,0.0
17938,0.0
17939,0.0
17940,0.0
17941,0.0
17942,0.0
17943,0.0
17944,0.0
17945,0.0
17946,0.0
17947,0.0
17948,0.0
17949,0.0
17950,0.0
17951,0.0
17952,0.0
17953,0.0
17954,0.0
17955,0.0
17956,0.0
17957,0.0
17958,0.0
17959,0.0
17960,0.0
17961,0.0
17962,0.0
17963,0.0
17964,0.0
17965,0.0
17966,0.0
17967,0.0
17968,0.0
17969,0.0
17970,0.0
17971,0.0
17972,0.0
17973,0.0
17974,0.0
17975,0.0
17976,0.0
17977,0.0
17978,0.0
17979,0.0
